sex,age,race,priors_count,days_b_screening_arrest,c_charge_degree,label,jailtime
1,21,0,1,-1.0,1,1,0
1,38,0,3,0.0,1,1,1
1,23,1,0,-4.0,1,1,1
1,20,1,0,-1.0,1,0,8
0,39,1,4,-2.0,1,0,1
1,24,0,1,-1.0,1,0,6
1,23,0,0,0.0,1,1,0
1,49,0,3,-1.0,1,1,0
1,31,0,7,-1.0,1,0,77
1,20,0,1,-26.0,1,0,16
1,28,1,0,0.0,0,1,13
1,67,1,3,-1.0,1,1,1
1,33,0,0,0.0,1,1,1
1,20,0,1,-189.0,1,0,0
1,40,1,4,-80.0,1,1,78
1,52,0,0,-1.0,1,1,0
1,45,0,17,-1.0,1,0,46
1,27,0,8,-1.0,1,0,1
1,22,1,1,-1.0,1,1,1
1,36,1,9,-42.0,1,1,0
1,40,1,0,-1.0,0,0,0
1,30,1,1,0.0,0,0,0
1,42,0,1,-1.0,1,1,0
1,24,0,2,0.0,1,0,1
1,46,1,4,-5.0,1,1,2
1,38,0,4,0.0,1,1,-1
1,39,0,2,-113.0,1,0,104
0,32,0,0,-1.0,0,0,7
1,26,1,0,-1.0,0,1,1
1,54,1,1,-1.0,0,0,1
1,27,0,2,-10.0,1,1,10
1,61,1,1,0.0,1,1,1
1,51,0,1,-1.0,0,0,0
1,57,1,0,0.0,1,1,27
1,24,1,3,-1.0,0,0,1
1,34,0,1,-1.0,1,1,0
1,27,0,1,-1.0,1,1,1
0,28,0,10,15.0,0,0,3
1,35,0,10,0.0,0,0,0
1,30,0,6,0.0,1,0,1
1,53,0,1,733.0,1,1,5
1,44,0,0,-1.0,1,1,1
1,61,1,10,-1.0,1,1,22
1,26,0,1,-1.0,1,0,0
1,48,0,10,-1.0,1,0,4
1,42,0,4,0.0,0,1,0
1,38,1,10,-1.0,1,0,0
1,39,0,4,-32.0,1,1,6
0,53,1,0,-1.0,0,1,0
1,26,0,3,-1.0,0,1,1
1,22,0,1,-1.0,1,0,0
1,50,1,0,-1.0,1,1,30
1,44,1,16,-1.0,0,1,81
1,24,0,4,-1.0,1,0,1
1,21,0,0,-1.0,1,0,1
1,50,1,0,0.0,1,1,2
0,36,1,0,0.0,0,1,1
1,39,1,0,-1.0,1,1,54
0,24,0,2,729.0,1,1,13
0,54,0,7,-1.0,1,1,18
1,29,0,0,0.0,0,1,0
1,26,1,0,-1.0,0,1,0
1,41,0,3,-1.0,1,0,1
1,23,0,1,-1.0,1,0,2
1,34,1,0,-1.0,0,1,0
1,31,1,11,0.0,1,0,11
1,20,0,0,-1.0,1,1,1
1,49,0,10,-1.0,1,0,43
1,26,0,4,0.0,1,0,0
1,28,0,1,-1.0,1,0,0
1,26,0,0,-1.0,1,1,0
1,55,0,1,-1.0,1,1,0
1,22,0,0,-1.0,0,1,2
0,26,0,0,-1.0,0,1,1
1,56,0,0,0.0,0,1,1
1,66,1,1,331.0,1,1,167
1,46,0,2,-1.0,1,1,1
1,58,0,16,-1.0,1,0,68
1,28,0,4,-1.0,1,1,29
1,33,0,8,-1.0,1,1,1
0,31,0,0,-1.0,0,1,0
1,26,0,1,0.0,0,1,0
0,41,1,12,-45.0,1,0,10
1,34,1,0,-1.0,0,1,0
1,33,0,0,-1.0,1,1,1
0,32,0,0,-1.0,1,1,0
1,37,0,9,0.0,1,0,1
1,50,0,1,-22.0,1,1,0
1,35,1,1,-1.0,1,1,2
0,47,1,0,-6.0,0,0,4
0,52,0,8,-1.0,1,1,43
1,26,0,5,-1.0,1,0,6
1,45,0,13,-1.0,1,0,0
1,19,0,0,-1.0,0,0,1
1,41,0,8,-1.0,1,0,1
1,24,0,0,0.0,0,1,1
1,21,0,1,-1.0,1,1,1
1,54,1,0,-1.0,0,1,0
1,49,1,0,-1.0,1,1,73
1,42,1,1,0.0,1,1,292
1,21,0,1,0.0,1,0,1
1,61,0,30,-56.0,1,1,49
1,46,1,5,0.0,1,0,-1
1,74,1,0,0.0,0,1,0
0,38,0,0,0.0,1,1,0
0,39,0,1,-1.0,1,1,0
0,38,0,0,-1.0,1,1,4
1,19,0,1,-1.0,1,0,1
1,28,1,0,-1.0,1,0,1
1,25,0,1,-1.0,1,0,28
1,53,1,1,-1.0,0,1,0
1,23,0,2,-1.0,1,1,76
1,55,1,33,-1.0,1,0,242
0,64,1,1,-1.0,1,1,1
1,23,0,1,-1.0,0,0,27
1,23,0,4,-1.0,1,0,0
0,41,0,0,0.0,1,1,0
1,53,0,0,0.0,0,1,0
1,34,0,0,-1.0,1,1,2
1,24,0,0,-1.0,1,0,1
1,26,0,1,-1.0,0,1,32
1,44,1,4,-1.0,1,1,1
0,27,1,0,0.0,1,1,5
1,28,1,14,-1.0,1,1,0
1,55,1,1,-1.0,0,1,1
0,22,0,2,-60.0,1,1,59
1,36,0,15,-1.0,1,1,1
1,29,0,6,-236.0,1,0,1
1,23,0,1,-1.0,1,1,1
1,56,0,1,0.0,0,1,0
1,27,1,2,-1.0,1,0,0
1,37,1,1,-1.0,0,1,1
1,32,0,1,-1.0,1,0,1
1,41,0,18,-1.0,0,0,33
1,22,0,1,-1.0,1,0,1
1,37,1,1,-1.0,1,0,0
1,45,0,3,0.0,0,1,1
0,31,0,14,-1.0,1,1,1
1,42,0,7,-1.0,1,0,1
1,26,0,20,-1.0,1,0,29
1,33,1,0,0.0,1,0,0
1,22,1,0,0.0,0,0,0
1,32,1,2,-61.0,1,0,28
0,36,0,1,0.0,0,1,-1
1,54,1,0,0.0,0,1,0
1,25,0,5,-1.0,1,0,155
1,24,1,3,-1.0,1,0,39
1,23,0,0,-1.0,0,1,1
1,61,1,0,0.0,0,1,0
0,42,1,0,-1.0,0,1,0
1,28,1,1,0.0,0,0,-1
1,27,0,1,-1.0,0,1,2
1,24,1,2,-18.0,0,1,15
1,33,0,14,-59.0,1,1,0
1,32,0,16,-1.0,1,0,0
1,38,1,0,-7.0,1,1,7
1,21,1,1,-1.0,0,1,0
1,27,0,1,-1.0,1,0,168
1,39,1,0,-1.0,1,1,-1
1,29,1,0,-1.0,1,1,1
1,29,1,1,-2.0,1,1,0
1,65,1,6,-61.0,1,1,54
1,36,1,1,23.0,1,0,2
1,46,0,0,0.0,1,0,0
1,44,0,7,-1.0,1,1,24
1,27,0,0,-1.0,0,1,1
1,27,0,8,-1.0,1,0,49
1,61,1,0,0.0,0,1,2
1,47,0,0,-1.0,0,0,0
1,27,0,1,-1.0,0,1,0
1,28,1,0,-1.0,1,0,1
0,31,1,1,-1.0,0,0,10
1,26,1,9,0.0,0,0,1
1,53,0,2,-1.0,1,0,7
1,26,0,1,-1.0,1,0,22
1,25,0,2,-23.0,1,1,18
1,23,0,5,-1.0,0,0,32
0,21,0,4,-1.0,0,0,0
1,23,0,1,0.0,0,1,2
1,30,0,3,-1.0,0,1,0
0,45,0,2,-1.0,1,1,11
1,27,0,2,-1.0,0,0,9
1,57,0,6,370.0,0,0,76
1,44,1,8,231.0,1,0,2
0,26,0,0,-1.0,0,1,0
1,21,1,0,-1.0,1,0,7
0,62,1,0,-1.0,0,1,3
1,48,1,0,-1.0,1,1,27
1,53,0,1,-1.0,0,1,0
1,62,0,3,-1.0,0,0,1
1,28,0,5,-1.0,1,1,136
1,56,1,1,0.0,1,1,1
1,35,0,2,-8.0,1,1,8
0,56,0,2,-1.0,0,0,49
1,22,0,2,-1.0,1,0,1
1,26,0,5,-1.0,1,0,36
1,35,0,4,0.0,0,1,1
1,22,0,1,-1.0,1,0,15
0,37,0,7,-1.0,1,1,1
0,32,0,0,0.0,1,1,0
0,33,0,3,-1.0,1,0,9
1,38,0,2,0.0,1,0,0
1,53,1,0,-1.0,0,1,1
1,32,1,0,-1.0,0,1,0
1,26,1,0,-1.0,0,1,0
1,61,1,0,-1.0,0,1,2
1,21,0,0,-1.0,0,1,0
1,69,0,22,-1.0,0,1,1
1,26,0,0,0.0,0,1,0
1,30,0,9,-1.0,1,0,196
1,21,1,1,-5.0,1,1,0
1,41,1,0,0.0,0,1,0
1,45,0,0,-1.0,1,0,0
1,31,0,10,-1.0,1,0,1
1,22,1,0,-2.0,1,1,1
0,54,1,0,0.0,1,0,20
1,50,1,2,-1.0,0,0,0
1,37,0,11,-1.0,1,1,1
0,21,0,0,-1.0,1,0,1
1,23,0,6,-1.0,0,0,5
1,30,1,0,-1.0,1,0,0
1,53,1,2,-32.0,1,1,17
1,30,0,11,-1.0,1,0,2
1,26,1,5,0.0,0,1,0
0,30,0,1,-62.0,1,0,8
0,59,0,0,-1.0,0,1,0
1,29,0,13,-1.0,1,0,1
1,67,0,0,-3.0,1,1,0
1,30,1,13,-2.0,1,0,33
1,25,0,5,-1.0,0,0,0
1,45,0,8,-1.0,1,1,1
1,22,0,0,0.0,1,1,-1
1,41,0,8,0.0,1,0,2
1,46,0,3,-1.0,1,0,59
1,27,0,0,-1.0,0,1,1
0,37,0,13,-1.0,1,1,1
1,22,0,0,-1.0,1,0,13
1,19,0,0,-1.0,1,0,0
1,45,1,2,-1.0,0,1,0
0,33,0,5,-1.0,1,0,0
1,52,0,7,-1.0,1,1,181
0,21,0,0,-1.0,1,1,1
1,43,0,6,0.0,0,0,0
1,33,1,3,-1.0,1,1,1
1,26,0,3,-1.0,1,0,3
1,37,1,0,-1.0,0,1,1
1,38,0,1,-8.0,1,0,7
1,35,0,1,-1.0,0,0,0
1,27,0,1,-1.0,1,0,0
1,40,0,1,0.0,1,1,0
1,21,0,1,-2.0,1,1,0
1,38,1,3,-1.0,1,0,1
1,37,1,0,-1.0,0,1,0
1,24,0,1,-78.0,0,1,1
1,44,1,0,-1.0,1,1,1
1,30,0,0,-1.0,1,1,1
1,40,0,0,0.0,1,1,0
1,49,1,1,-22.0,1,1,1
1,67,1,0,0.0,0,1,0
1,59,0,14,-1.0,1,0,33
1,21,0,1,-1.0,1,0,1
1,31,1,6,-1.0,0,1,10
0,50,1,2,-1.0,1,0,0
1,30,0,7,-1.0,1,1,0
1,28,1,1,-1.0,0,1,0
1,48,0,7,-1.0,1,0,2
1,55,1,0,-1.0,0,1,0
1,42,1,0,-1.0,0,1,2
1,34,0,0,0.0,0,0,29
1,43,0,4,0.0,0,0,0
1,44,0,0,0.0,1,1,42
1,25,1,0,256.0,0,1,0
1,29,0,17,0.0,1,0,2
1,25,1,2,-1.0,1,0,0
0,32,0,0,-1.0,0,0,1
1,96,0,2,-3.0,1,0,0
1,35,0,10,-232.0,0,0,0
1,29,0,0,-1.0,0,1,1
1,27,0,8,-1.0,1,0,1
1,41,0,2,-132.0,1,1,128
1,31,0,0,-3.0,0,1,0
1,24,0,1,-1.0,1,0,0
1,34,0,0,0.0,1,0,241
1,48,0,2,0.0,1,0,1
1,41,0,1,-1.0,1,1,2
1,26,0,12,-1.0,0,0,10
1,42,0,0,0.0,1,0,7
1,29,0,0,-1.0,0,1,42
1,26,1,0,-1.0,0,1,1
0,27,0,1,0.0,1,1,44
1,35,1,4,-1.0,0,1,31
1,54,1,1,-1.0,1,1,0
1,24,0,3,-155.0,0,0,-1
1,20,0,0,-1.0,1,1,0
1,27,1,0,-3.0,1,1,1
1,21,0,1,-1.0,1,1,1
1,27,1,7,-1.0,0,0,2
1,34,0,11,-1.0,1,0,1
1,27,1,4,-42.0,1,1,41
1,54,0,0,-1.0,0,1,1
1,29,0,2,-1.0,1,0,1
1,39,0,1,-6.0,1,1,4
0,33,1,0,-2.0,0,1,0
0,25,0,2,210.0,1,0,408
0,40,0,7,-19.0,1,0,6
0,35,0,0,-1.0,0,1,0
1,28,0,0,0.0,0,0,2
1,53,0,0,-3.0,0,1,0
1,28,1,2,-1.0,0,1,13
1,26,0,0,-1.0,1,1,0
1,30,0,1,1040.0,1,1,17
1,31,0,3,0.0,1,1,0
1,24,1,3,-1.0,0,0,1
1,45,1,19,-1.0,1,0,1
1,33,0,1,0.0,0,1,0
1,28,0,1,0.0,1,1,0
0,45,1,1,-1.0,1,0,1
1,33,1,3,-19.0,1,0,14
1,23,1,4,0.0,1,0,-1
1,36,0,6,-1.0,1,1,84
1,22,0,0,-1.0,1,1,0
1,28,0,2,0.0,1,0,1
1,37,0,3,-1.0,0,1,0
0,52,1,0,-1.0,0,1,0
1,26,1,0,0.0,1,1,1
1,28,1,4,-1.0,1,0,3
0,33,1,2,-1.0,1,1,14
1,23,1,3,-1.0,1,0,41
1,31,1,3,-1.0,0,0,0
0,55,1,0,-1.0,0,1,1
1,24,1,3,0.0,1,0,-1
1,37,0,2,0.0,0,1,0
1,41,0,0,0.0,1,1,177
1,26,1,0,-1.0,0,1,0
1,41,0,13,-1.0,1,1,2
1,33,0,6,-1.0,1,1,0
1,47,0,0,-1.0,0,0,3
1,23,0,0,-1.0,1,1,1
1,27,1,1,-1.0,1,1,1
1,24,1,0,0.0,1,0,36
1,30,0,10,0.0,1,1,93
1,55,1,1,0.0,1,1,0
1,26,0,13,0.0,0,0,7
0,41,0,6,-65.0,0,1,0
1,35,0,0,0.0,1,1,0
1,26,0,4,-73.0,1,0,73
1,20,0,1,-22.0,0,1,0
1,24,1,3,-1.0,0,0,8
1,31,0,8,-1.0,0,0,3
1,55,0,0,-1.0,1,0,1
1,33,1,7,-1.0,1,0,0
1,44,1,6,-1.0,1,0,270
1,41,0,25,-1.0,1,0,185
1,56,0,9,0.0,0,1,0
1,21,0,1,-10.0,1,1,2
1,36,0,1,550.0,1,0,219
0,48,1,1,0.0,0,1,0
1,27,1,6,117.0,1,0,3
1,56,1,7,-1.0,1,0,194
1,39,1,2,-26.0,0,1,2
1,31,0,0,-1.0,1,1,1
0,25,1,0,-1.0,1,1,0
1,51,1,1,-83.0,1,1,2
0,28,0,3,-16.0,1,1,16
1,30,0,0,-1.0,1,0,0
0,19,0,0,-1.0,0,0,1
1,20,0,0,-1.0,0,0,1
1,57,1,0,-1.0,1,1,4
1,51,0,8,-1.0,0,0,0
1,27,0,5,0.0,1,0,3
1,26,0,0,-1.0,1,1,0
1,23,1,3,-1.0,0,0,35
1,35,0,14,-1.0,0,0,0
1,37,0,5,-29.0,1,1,0
1,48,0,0,0.0,1,1,2
1,21,0,0,-1.0,1,1,2
1,19,0,3,74.0,1,0,273
1,21,0,1,-31.0,1,0,30
1,52,0,1,-21.0,0,1,9
1,23,0,5,256.0,1,0,1
1,22,0,0,-1.0,1,0,0
1,19,0,1,-40.0,1,0,35
1,41,1,1,-1.0,1,0,1
0,25,1,1,-1.0,0,0,0
1,54,0,0,0.0,0,0,0
1,25,0,13,-8.0,1,0,36
0,40,1,4,-1.0,1,1,2
1,22,0,0,0.0,1,1,11
1,50,1,10,-1.0,1,1,0
1,35,1,2,0.0,0,1,0
1,28,1,7,-1.0,1,0,1
1,21,0,0,-1.0,1,1,2
0,38,0,6,-34.0,1,0,26
1,27,1,0,-1.0,1,1,4
1,22,0,0,0.0,1,0,-1
0,38,0,20,-1.0,1,0,1
1,32,0,26,-32.0,1,0,1
1,32,1,0,0.0,1,1,7
1,59,1,0,-1.0,1,1,1
1,30,1,19,57.0,1,0,82
1,20,0,0,-1.0,0,0,0
1,59,1,0,0.0,1,1,0
0,44,1,1,-3.0,1,0,1
1,26,0,9,-1.0,0,0,1
1,30,0,9,-1.0,1,0,1
1,25,0,3,0.0,0,0,0
1,44,0,0,-2.0,0,1,1
1,40,0,7,129.0,1,1,35
0,31,0,0,-2.0,0,0,1
0,32,0,0,-1.0,1,1,0
1,37,0,22,-1.0,1,0,81
1,22,1,2,-1.0,1,1,1
1,38,0,8,-1.0,0,0,9
1,34,1,2,-1.0,1,1,2
1,30,0,7,-1.0,1,1,1
0,38,1,0,-1.0,1,0,1
1,36,0,10,-1.0,1,0,32
1,46,0,0,0.0,1,1,0
1,35,1,2,0.0,1,0,0
1,35,0,0,-1.0,1,1,0
1,20,0,1,-1.0,1,0,1
0,30,0,9,-1.0,1,0,243
1,34,0,16,-1.0,1,0,1
1,31,1,3,-19.0,1,0,1
1,32,0,0,-1.0,0,0,1
1,31,1,4,0.0,1,0,1
1,22,1,2,-1.0,1,0,11
1,31,0,0,-1.0,1,1,80
1,36,0,5,-1.0,0,0,1
1,39,0,2,-1.0,0,1,47
1,51,0,9,-1.0,1,0,35
1,35,0,7,-1.0,1,0,1
1,30,0,1,213.0,1,0,0
1,35,0,0,-1.0,1,1,1
1,23,0,0,-1.0,1,0,0
1,43,1,3,-54.0,0,0,30
1,37,0,0,-1.0,0,1,2
1,25,0,3,0.0,0,1,7
1,33,0,8,-165.0,1,0,1
0,27,0,0,-1.0,1,1,0
1,47,1,2,-25.0,0,1,1
1,46,0,12,-1.0,0,1,2
1,27,1,0,-1.0,1,1,0
1,34,0,0,-1.0,1,0,2
1,30,0,4,163.0,0,0,1
1,25,1,0,-1.0,0,1,0
1,26,0,5,-1.0,0,1,1
1,25,0,1,-18.0,1,0,0
1,60,0,9,-1.0,1,1,0
1,49,0,0,-1.0,0,0,1
1,30,0,12,0.0,1,0,-1
1,21,0,0,-3.0,1,1,0
1,25,0,4,-1.0,1,0,0
1,53,1,1,283.0,1,1,32
1,21,0,0,16.0,1,0,30
1,29,0,1,-2.0,0,1,0
1,29,0,4,-26.0,0,1,0
1,21,0,0,0.0,0,1,0
0,24,0,2,569.0,0,0,7
1,53,0,4,-1.0,0,0,0
1,51,1,2,0.0,1,1,22
1,29,0,1,0.0,0,1,0
0,24,0,0,0.0,1,1,0
1,24,0,2,-1.0,1,0,241
1,37,0,5,-1.0,1,1,1
1,20,1,0,-1.0,1,0,0
1,53,1,1,-21.0,1,1,21
1,25,0,5,-1.0,1,1,35
1,38,0,0,0.0,0,1,1
1,22,0,3,0.0,1,0,319
1,21,0,1,-1.0,1,1,13
1,21,1,1,-1.0,1,0,5
1,27,0,6,-1.0,0,0,0
1,28,0,14,29.0,0,0,20
1,49,0,6,-1.0,0,0,0
1,52,0,7,-1.0,1,0,3
1,25,0,1,-1.0,0,1,1
1,56,1,2,-4.0,1,1,2
1,34,0,22,-29.0,1,1,1
1,35,0,7,0.0,1,1,1
1,23,0,1,-27.0,0,0,1
1,22,1,0,-3.0,1,1,-1
1,23,0,0,-1.0,1,0,2
1,30,0,4,-1.0,0,1,54
1,42,0,1,0.0,0,0,6
1,50,0,24,0.0,0,0,32
1,54,1,12,-58.0,1,0,5
1,37,0,4,-1.0,0,0,2
1,37,0,0,-1.0,1,1,0
1,23,0,1,0.0,1,1,0
1,41,1,0,-1.0,1,1,1
1,50,0,5,29.0,1,1,31
1,41,0,19,-1.0,1,0,42
1,26,0,2,-1.0,1,0,4
1,40,0,8,-1.0,1,0,40
1,23,0,2,-1.0,1,0,6
1,55,1,1,-1.0,1,0,33
1,24,0,0,-1.0,1,0,1
1,33,1,5,-1.0,0,0,1
1,23,1,0,-1.0,1,1,1
1,37,0,1,-3.0,0,0,0
0,64,0,0,-1.0,1,1,0
1,51,1,0,-1.0,0,1,0
1,40,0,4,-1.0,1,0,15
0,35,0,3,0.0,0,0,0
1,22,0,1,-1.0,1,0,1
1,29,0,2,0.0,1,1,160
1,57,1,0,-3.0,0,1,1
1,20,0,1,0.0,0,0,0
1,37,1,1,-203.0,0,0,-1
0,23,0,0,-1.0,0,1,0
1,23,0,3,-1.0,1,0,91
1,36,1,9,0.0,0,0,1
1,55,1,1,-3.0,0,1,0
1,53,0,18,-1.0,0,0,41
1,21,0,1,-1.0,1,0,0
1,27,0,3,-1.0,0,0,12
1,28,0,6,-1.0,1,0,2
1,26,1,1,-1.0,1,0,0
1,25,1,1,-1.0,1,1,1
1,66,1,0,-1.0,1,1,1
1,28,0,3,0.0,0,1,0
1,21,0,0,523.0,1,0,117
1,24,0,0,-2.0,0,1,0
1,60,1,18,-26.0,0,0,3
1,37,0,2,-1.0,1,0,0
1,73,1,0,-1.0,0,1,1
1,44,0,0,-1.0,1,1,2
1,42,0,0,0.0,0,1,4
1,40,0,6,-1.0,1,1,1
0,28,0,0,391.0,1,0,6
1,21,0,0,0.0,1,1,7
1,56,1,0,-2.0,0,0,0
1,42,0,3,-1.0,1,1,1
1,32,1,11,149.0,1,0,314
1,50,1,1,-1.0,1,1,1
1,34,1,0,-1.0,0,1,1
1,47,0,1,-1.0,0,0,2
1,58,1,3,-1.0,1,1,2
1,48,1,3,-7.0,1,1,0
0,20,1,0,-2.0,1,1,0
0,53,0,10,-1.0,1,0,4
1,29,0,0,-1.0,1,1,1
1,38,0,1,-1.0,0,1,0
0,43,1,0,0.0,0,1,0
1,25,0,2,-1.0,0,0,1
1,53,1,1,-1.0,0,0,4
1,22,1,0,-1.0,0,1,0
0,32,0,1,-11.0,0,1,10
1,26,1,9,-1.0,0,0,1
0,48,0,0,-1.0,1,1,1
1,23,0,4,-1.0,1,0,0
1,71,1,1,-28.0,0,1,3
0,61,1,0,-1.0,0,1,0
0,22,1,2,-22.0,0,1,0
1,29,0,1,82.0,0,0,37
0,54,1,1,-22.0,0,1,0
1,24,1,6,-1.0,1,1,1
0,28,1,0,-1.0,1,1,1
0,25,1,2,0.0,1,1,181
0,22,0,1,-28.0,1,1,13
1,24,0,2,0.0,1,0,1
1,35,0,0,-1.0,1,1,1
1,21,0,0,-1.0,1,1,1
1,49,1,1,0.0,0,1,4
1,26,0,6,-1.0,1,0,2
1,30,0,7,-1.0,1,0,38
1,30,0,5,-1.0,1,0,180
1,21,0,1,-40.0,1,1,12
1,64,1,8,-1.0,1,1,0
0,26,0,1,35.0,1,1,44
0,45,1,7,-1.0,1,0,0
1,37,0,3,-1.0,0,1,1
0,34,0,1,-1.0,1,0,116
1,60,0,4,-15.0,1,1,6
1,58,1,0,-1.0,0,1,0
1,27,1,0,-1.0,1,1,0
1,30,0,0,0.0,0,0,0
1,25,0,0,0.0,0,1,0
1,60,0,19,0.0,1,0,39
1,56,0,24,22.0,1,1,6
1,33,0,2,-1.0,0,1,1
1,25,1,9,-1.0,1,0,87
1,47,0,15,-60.0,1,1,60
1,32,0,6,-1.0,1,0,4
1,24,0,3,-1.0,1,0,0
1,23,1,2,-1.0,1,0,7
1,23,0,3,-1.0,1,0,3
1,25,0,1,-1.0,1,0,0
0,20,0,0,-1.0,1,1,0
1,32,0,9,-1.0,1,1,0
0,49,0,0,0.0,1,1,1
1,22,0,1,-4.0,1,1,1
1,24,0,0,-1.0,1,1,0
1,26,1,10,7.0,1,0,0
0,20,0,1,483.0,1,0,11
1,29,0,1,0.0,0,0,1
1,18,0,2,-85.0,1,0,84
1,22,1,0,-1.0,1,1,1
0,26,0,3,-1.0,1,1,0
1,21,0,0,-1.0,1,0,3
1,54,1,2,-1.0,0,1,39
1,59,0,1,-1.0,1,1,1
1,22,0,0,-1.0,1,0,1
1,24,0,1,-1.0,1,0,4
1,64,0,20,-1.0,1,1,2
1,45,1,1,0.0,0,0,0
0,22,0,0,-7.0,1,1,5
1,24,0,5,-1.0,1,0,0
0,30,0,3,0.0,1,0,12
0,27,1,0,0.0,1,1,0
1,20,1,0,-3.0,1,1,0
1,29,0,0,-1.0,1,0,6
1,28,1,5,-23.0,1,0,20
1,37,0,0,-1.0,0,1,1
1,25,0,2,0.0,1,1,-1
1,23,1,3,18.0,1,0,244
0,32,0,0,-1.0,0,1,0
0,44,1,1,-3.0,1,1,0
1,41,0,8,-1.0,1,1,1
1,30,1,3,21.0,1,1,25
1,27,0,2,0.0,0,0,7
1,32,0,0,-1.0,1,0,0
1,40,0,24,-1.0,0,0,1
1,23,0,1,-45.0,1,1,0
1,34,0,2,0.0,0,1,0
0,33,0,3,-1.0,0,1,1
1,33,1,3,-42.0,1,1,40
1,33,1,0,-1.0,1,1,6
1,41,0,2,46.0,0,0,11
1,37,0,1,-1.0,0,1,0
1,28,0,9,-1.0,0,1,1
0,25,0,0,-1.0,1,0,1
1,51,0,14,496.0,1,0,4
0,30,0,1,-1.0,0,1,2
0,47,0,0,-2.0,0,1,0
1,24,1,0,-1.0,1,0,1
1,37,1,5,-105.0,0,1,104
1,31,1,9,0.0,1,0,116
0,30,1,1,-43.0,1,1,0
1,52,0,0,-1.0,1,0,26
1,25,0,5,-1.0,1,0,236
0,46,0,7,-1.0,0,1,18
1,62,1,3,-1.0,0,1,0
1,57,0,10,246.0,1,0,181
1,36,1,0,-1.0,0,0,5
1,24,0,2,-1.0,1,0,10
1,37,0,3,-1.0,0,0,2
1,25,1,9,0.0,1,1,54
1,21,0,0,-1.0,0,0,35
1,38,0,0,-1.0,0,1,0
1,29,0,5,-1.0,1,0,5
1,52,0,0,0.0,0,0,0
1,29,0,5,-1.0,1,1,2
1,59,0,13,-1.0,1,0,242
1,39,0,2,0.0,1,1,0
1,48,0,1,0.0,0,1,167
1,31,0,3,-1.0,0,0,0
1,20,0,1,-1.0,1,0,5
1,50,1,0,-1.0,0,1,0
1,27,0,7,-1.0,1,0,4
1,27,0,0,0.0,0,1,1
1,31,1,4,-1.0,1,0,5
0,32,0,2,340.0,1,1,77
0,24,0,2,0.0,0,1,30
1,24,0,4,-1.0,1,0,51
1,30,1,0,0.0,0,0,1
1,21,0,2,-32.0,1,1,21
1,41,1,0,0.0,1,1,0
1,38,0,1,-1.0,1,1,0
1,32,0,2,0.0,1,0,19
1,27,1,5,414.0,1,1,30
1,69,1,0,-4.0,0,0,0
1,25,1,1,0.0,1,1,59
1,55,1,0,-1.0,0,0,30
1,28,0,7,-1.0,1,0,1
1,27,1,0,0.0,0,0,-1
0,20,0,1,-1.0,1,0,1
1,36,0,2,0.0,1,0,-1
0,39,0,10,-1.0,1,0,0
1,25,0,10,-4.0,1,0,7
0,35,1,1,-1.0,0,1,0
1,32,0,12,-1.0,0,0,1
1,69,0,0,-1.0,0,1,0
1,21,1,1,-21.0,0,1,0
1,41,1,1,0.0,1,1,2
1,21,0,0,-3.0,1,1,0
1,38,0,0,-1.0,1,1,5
1,21,0,1,-1.0,1,0,1
1,31,1,10,185.0,0,1,-1
1,35,1,2,0.0,0,0,34
1,34,0,5,-13.0,0,1,2
1,52,1,0,-1.0,0,1,0
1,21,0,0,-1.0,1,1,1
1,43,0,8,-1.0,0,1,1
0,32,1,0,-1.0,1,1,1
1,49,1,5,-1.0,1,0,3
0,21,0,0,-1.0,0,1,1
1,28,0,5,-1.0,1,0,0
0,65,1,1,-1.0,1,1,-1
0,27,1,0,0.0,0,1,1
1,48,1,20,0.0,1,0,46
1,25,0,1,620.0,0,1,104
1,20,0,0,-1.0,0,0,1
1,49,0,7,0.0,1,0,12
1,42,0,6,-1.0,0,1,1
1,63,0,6,-1.0,1,1,24
1,40,1,0,0.0,0,1,-1
1,34,0,0,-1.0,1,1,0
1,21,0,1,0.0,1,0,86
1,27,1,1,-1.0,0,1,0
1,29,0,0,-1.0,0,1,1
1,35,1,0,-1.0,0,0,15
1,32,0,9,-39.0,0,0,38
0,50,0,0,-1.0,0,1,1
1,47,1,0,-1.0,0,1,0
1,44,1,2,-2.0,0,1,-1
1,44,0,8,-60.0,1,0,10
1,56,0,0,-2.0,1,1,1
1,23,0,0,-1.0,0,1,12
1,54,0,10,0.0,1,1,30
1,21,0,1,-171.0,1,0,5
1,38,1,17,-1.0,1,1,180
1,25,0,0,0.0,1,0,0
1,44,1,2,-1.0,1,0,1
1,52,0,3,-1.0,0,0,31
0,52,1,0,-1.0,1,0,118
1,21,0,0,-1.0,0,0,0
1,31,0,4,-70.0,1,1,70
0,30,1,9,-19.0,1,0,4
0,39,0,1,-42.0,1,1,5
1,56,0,6,-1.0,1,1,1
1,35,0,12,-1.0,1,0,0
1,39,1,1,-29.0,1,1,29
1,29,1,0,0.0,0,1,0
1,23,0,2,-1.0,1,0,22
1,26,1,0,-2.0,0,1,0
0,64,0,1,-1.0,0,0,0
0,51,0,10,173.0,1,1,65
0,58,0,0,-1.0,1,1,1
1,20,1,1,-1.0,1,0,1
1,21,0,0,-1.0,1,0,42
1,21,0,0,-1.0,1,1,46
